family	ER_prob_present_at_crown	ARD_prob_present_at_crown	ARD_informative	ER_class	ARD_class	classes_agree	both_confident	opposite_confident_calls	in_clade_wide_lost_set
pcrA	0.9999996558016	0.5	False	present	unresolved	False	False	False	False
pdtaR	0.999869679532737	0.5	False	present	unresolved	False	False	False	False
pdtaS	0.999999958477634	0.500005744571291	False	present	unresolved	False	False	False	False
pdxH	0.999996863446953	0.500000002043669	False	present	unresolved	False	False	False	False
pdxS	0.999999654183154	0.5	False	present	unresolved	False	False	False	False
pdxT	0.999998729819798	0.928572327402056	True	present	unresolved	False	False	False	False
pepA	1	1	True	present	present	True	True	False	False
pepD	0.99999963270588	0.5	False	present	unresolved	False	False	False	False
pepE	0.999996046155558	0.5	False	present	unresolved	False	False	False	False
pepN	1	1	True	present	present	True	True	False	False
pepO	0.999996892456628	0.500000003041529	False	present	unresolved	False	False	False	False
pepQ	0.99999873442205	0.5	False	present	unresolved	False	False	False	False
pepR	0.999999632709061	0.5	False	present	unresolved	False	False	False	False
pfkA	0.999999632709059	0.5	False	present	unresolved	False	False	False	False
pgi	0.999988564449768	0.5	False	present	unresolved	False	False	False	False
pgk	0.999983426989031	0.5	False	present	unresolved	False	False	False	False
pgl	0.99983336387695	0.5	False	present	unresolved	False	False	False	False
pgmB	0.999999609801225	0.5	False	present	unresolved	False	False	False	False
pgsA	0.999971000238125	0.5	False	present	unresolved	False	False	False	False
pgsA1	0.999992548480166	0.5	False	present	unresolved	False	False	False	False
pgsA2	0.999999958630535	0.500000000001715	False	present	unresolved	False	False	False	False
pheA	0.999999609801225	0.5	False	present	unresolved	False	False	False	False
pheS	0.999953553716349	0.5	False	present	unresolved	False	False	False	False
pheT	0.999980610952252	0.5	False	present	unresolved	False	False	False	False
phhB	0.999972436424309	0.5	False	present	unresolved	False	False	False	False
phoH	0.999988870403362	0.5	False	present	unresolved	False	False	False	False
phoH2	0.999996871429286	0.5	False	present	unresolved	False	False	False	False
phoP	0.0900430175983626	0.0002251086994541	True	unresolved	absent	False	False	False	False
phoR	0.0760128216496991	0.0012521480744858	True	unresolved	absent	False	False	False	False
phoU	0.999998790273464	0.5	False	present	unresolved	False	False	False	False
phr	0.999637697620159	0.5	False	present	unresolved	False	False	False	False
pimA	0.999992538895502	0.500000000000003	False	present	unresolved	False	False	False	False
pimB	0.999998789508188	0.5	False	present	unresolved	False	False	False	False
pkn1	0.999987253910758	0.5	False	present	unresolved	False	False	False	False
pknA	0.999996571716329	0.5	False	present	unresolved	False	False	False	False
pknB	0.999998657104101	0.5	False	present	unresolved	False	False	False	False
pknG	0.999999611983788	0.499993680299413	False	present	unresolved	False	False	False	False
pknL	0.998628860137011	1	True	present	present	True	True	False	False
pks11	0.99978242912327	0.995346415725954	True	present	present	True	True	False	False
pks13	0.99999995699899	0.761263531147004	True	present	unresolved	False	False	False	False
pks16	0.999999957350673	0.461629233545718	True	present	unresolved	False	False	False	False
pksB_1	0.999983586332004	0.5	False	present	unresolved	False	False	False	False
plsB	0.999999607441622	1	True	present	present	True	True	False	False
plsC	1	1	True	present	present	True	True	False	False
pmmB	0.999933368173977	0.5	False	present	unresolved	False	False	False	False
pmt	0.999999609801225	0.5	False	present	unresolved	False	False	False	False
pncA	0.999993803625894	0.50224887162003	True	present	unresolved	False	False	False	False
pncB	0.999976107142894	0.5	False	present	unresolved	False	False	False	False
pnp	1	1	True	present	present	True	True	False	False
pntB	0.99999840182031	0.5	False	present	unresolved	False	False	False	False
polA	0.999821652157452	0.5	False	present	unresolved	False	False	False	False
polA_1	0.999998761185223	0.5	False	present	unresolved	False	False	False	False
pon1	0.999999957800735	0.502052015335492	True	present	unresolved	False	False	False	False
ppa	0.999970915902848	0.5	False	present	unresolved	False	False	False	False
ppc	0.999900516244802	0.904306816966091	True	present	unresolved	False	False	False	False
ppgK	0.999980998004796	0.5	False	present	unresolved	False	False	False	False
ppiA	0.999968707637929	0.5	False	present	unresolved	False	False	False	False
ppiB	0.999988279967628	0.500000000043419	False	present	unresolved	False	False	False	False
ppk	0.999998698531462	0.500000012496237	False	present	unresolved	False	False	False	False
ppk2	0.99999844828609	0.999999998647244	True	present	present	True	True	False	False
ppm1	0.999998778307813	0.5	False	present	unresolved	False	False	False	False
ppsA	0.999695233073175	0.5	False	present	unresolved	False	False	False	False
pptA	0.5	0.5	False	unresolved	unresolved	True	False	False	False
ppx1	0.999998767645673	0.49911979159888	True	present	unresolved	False	False	False	False
ppx2	0.999988656729038	0.5	False	present	unresolved	False	False	False	False
pqqE	0.999945084995885	0.5	False	present	unresolved	False	False	False	False
prcA	0.999999957742776	0.99999522952278	True	present	present	True	True	False	False
prcB	0.999999957742776	0.99999522952278	True	present	present	True	True	False	False
prfA	0.999974493613736	0.5	False	present	unresolved	False	False	False	False
prfB	0.99999964200117	0.5	False	present	unresolved	False	False	False	False
priA	0.999988658165916	0.5	False	present	unresolved	False	False	False	False
prmC	0.999983973299652	0.5	False	present	unresolved	False	False	False	False
proA	1	1	True	present	present	True	True	False	False
proB	0.999999646948124	0.5	False	present	unresolved	False	False	False	False
proC	0.999999958724969	0.5	False	present	unresolved	False	False	False	False
proS	0.99999963270906	0.5	False	present	unresolved	False	False	False	False
prrA	0.999999958759164	0.99999997234341	True	present	present	True	True	False	False
prrB	0.999999958630535	0.500000000001715	False	present	unresolved	False	False	False	False
prs	0.999996693375763	0.5	False	present	unresolved	False	False	False	False
psd	0.999996920562666	0.5	False	present	unresolved	False	False	False	False
pspA	0.999996879481308	0.5	False	present	unresolved	False	False	False	False
pssA	0.99999668316172	0.5	False	present	unresolved	False	False	False	False
pstA	0.999957181373985	0.500000000176821	False	present	unresolved	False	False	False	False
pstB	0.999981520960686	0.500000342005992	False	present	unresolved	False	False	False	False
pstC	0.999932273660611	0.500000006684481	False	present	unresolved	False	False	False	False
pstP	0.999992967603684	0.5	False	present	unresolved	False	False	False	False
pstS	0.999963235463111	0.500000001499863	False	present	unresolved	False	False	False	False
pta	0.999998084341441	0.5	False	present	unresolved	False	False	False	False
pth	0.999998747382612	0.50009111867528	False	present	unresolved	False	False	False	False
ptpA	0.999937789385064	0.5	False	present	unresolved	False	False	False	False
ptpB	0.999998000918122	0.5	False	present	unresolved	False	False	False	False
ptrB	0.999999958810625	0.5	False	present	unresolved	False	False	False	False
punA	0.995279555336198	0.0076305152163416	True	present	absent	False	True	True	False
pup	0.999999646732873	0.5	False	present	unresolved	False	False	False	False
purA	0.999999632709058	1	True	present	present	True	True	False	False
purB	0.999998759829315	0.5	False	present	unresolved	False	False	False	False
purC	0.999998822022102	0.5	False	present	unresolved	False	False	False	False
purD	0.99999879162565	0.5	False	present	unresolved	False	False	False	False
purF	0.999999958810625	0.5	False	present	unresolved	False	False	False	False
purH	1	1	True	present	present	True	True	False	False
purK	0.99993495822538	0.5	False	present	unresolved	False	False	False	False
purL	0.999994888345207	0.5	False	present	unresolved	False	False	False	False
purM	0.999998791874241	0.5	False	present	unresolved	False	False	False	False
purN	0.999997059134634	0.5	False	present	unresolved	False	False	False	False
purQ	0.999988533513611	0.5	False	present	unresolved	False	False	False	False
purS	0.999988533513611	0.5	False	present	unresolved	False	False	False	False
purT	0.0183544519070252	0.999999895065437	True	absent	present	False	True	True	True
pyc	0.0230690676339434	0.0079321014951335	True	absent	absent	True	True	False	True
pyk	0.999968705547793	0.5	False	present	unresolved	False	False	False	False
pyrB	0.99995717092468	0.5	False	present	unresolved	False	False	False	False
pyrC	0.999932626874062	0.500000000000001	False	present	unresolved	False	False	False	False
pyrD	0.999988893114456	0.5	False	present	unresolved	False	False	False	False
pyrE	0.999988863028495	0.5	False	present	unresolved	False	False	False	False
pyrE_1	0.999970057529695	0.5	False	present	unresolved	False	False	False	False
pyrF	0.999988280776059	0.5	False	present	unresolved	False	False	False	False
pyrG	0.999999642001135	0.5	False	present	unresolved	False	False	False	False
pyrH	0.99998796948738	0.5	False	present	unresolved	False	False	False	False
pyrR	0.99986651572459	0.5	False	present	unresolved	False	False	False	False
qcrA	0.999999958755199	0.5	False	present	unresolved	False	False	False	False
qcrB	0.999999958755199	0.5	False	present	unresolved	False	False	False	False
qcrC	0.999999642001171	0.5	False	present	unresolved	False	False	False	False
qor	0.999929474926988	0.5	False	present	unresolved	False	False	False	False
radA	0.999998697988393	0.5	False	present	unresolved	False	False	False	False
ramB	0.992745274724976	0.0093558412738898	True	present	absent	False	True	True	False
rarA	0.999987970387454	0.5	False	present	unresolved	False	False	False	False
rbfA	0.999981464602163	0.5	False	present	unresolved	False	False	False	False
rbpA	0.999996934856191	0.5	False	present	unresolved	False	False	False	False
rbsK	0.0614372618922168	0.0233592979125185	True	unresolved	absent	False	False	False	False
rdgB	0.999824428427541	0.5	False	present	unresolved	False	False	False	False
recA	0.999951571113644	0.5	False	present	unresolved	False	False	False	False
recB	0.915247313584785	0.5	False	unresolved	unresolved	True	False	False	False
recC	0.99998808771713	0.868145422313186	True	present	unresolved	False	False	False	False
recF	0.999994910468531	0.5	False	present	unresolved	False	False	False	False
recG	0.999999958649408	0.5	False	present	unresolved	False	False	False	False
recN	0.999998741010623	0.5	False	present	unresolved	False	False	False	False
recO	0.999886950997046	0.5	False	present	unresolved	False	False	False	False
recR	0.999988282303636	0.5	False	present	unresolved	False	False	False	False
recX	0.999970607322232	0.5	False	present	unresolved	False	False	False	False
regX3	0.999999958434454	0.5	False	present	unresolved	False	False	False	False
relA	0.999999639294279	0.5	False	present	unresolved	False	False	False	False
resA_1	0.999999322655462	0.5	False	present	unresolved	False	False	False	False
resB	0.999993729373201	0.5	False	present	unresolved	False	False	False	False
rfbA	0.500000918846907	0.5	False	unresolved	unresolved	True	False	False	False
rfbD	0.50000848003151	0.5	False	unresolved	unresolved	True	False	False	False
rfbE	0.999936772860269	0.5	False	present	unresolved	False	False	False	False
rfe	0.999974097528386	0.5	False	present	unresolved	False	False	False	False
rhlE	0.999999632709061	0.5	False	present	unresolved	False	False	False	False
rhlE1	0.996023475660649	0.5	False	present	unresolved	False	False	False	False
rho	0.999974493517693	0.5	False	present	unresolved	False	False	False	False
ribBA	0.999998706926429	0.500000000000091	False	present	unresolved	False	False	False	False
ribD	0.999999654563493	0.5	False	present	unresolved	False	False	False	False
ribE	0.999993655069008	0.5	False	present	unresolved	False	False	False	False
ribF	0.999998816614136	0.5	False	present	unresolved	False	False	False	False
ribH	0.999978447726522	0.5	False	present	unresolved	False	False	False	False
rimJ	0.999996852489345	0.5	False	present	unresolved	False	False	False	False
rimM	0.999998697137552	0.581717857222078	True	present	unresolved	False	False	False	False
rimP	0.999993808647525	0.5	False	present	unresolved	False	False	False	False
rip1	0.999996829409365	0.5	False	present	unresolved	False	False	False	False
rip2	0.999983474031732	0.5	False	present	unresolved	False	False	False	False
ripA_1	0.999943558678396	0.999498721456658	True	present	present	True	True	False	False
rlmB	0.999998780865805	0.5	False	present	unresolved	False	False	False	False
rlmN	0.999996832871398	0.5	False	present	unresolved	False	False	False	False
rluA	0.999956385575408	0.5	False	present	unresolved	False	False	False	False
rluB	0.999998767245121	0.5	False	present	unresolved	False	False	False	False
rluD	0.999998737681175	0.5	False	present	unresolved	False	False	False	False
rmlB	0.999998756352842	0.5	False	present	unresolved	False	False	False	False
rmlC	0.999932876028186	0.500072430197595	False	present	unresolved	False	False	False	False
rmlD	0.999979187153404	0.500675716213343	True	present	unresolved	False	False	False	False
rnc	0.999999642001166	0.5	False	present	unresolved	False	False	False	False
rnd	0.999995241341132	0.5	False	present	unresolved	False	False	False	False
rne	0.999999641994449	0.5	False	present	unresolved	False	False	False	False
rnhA	0.999983291348928	0.5	False	present	unresolved	False	False	False	False
rnhB	0.999987494792084	0.5	False	present	unresolved	False	False	False	False
rnj	0.999984239792188	0.5	False	present	unresolved	False	False	False	False
rodA	0.999992734756313	0.5	False	present	unresolved	False	False	False	False
rpe	0.99997987293379	0.5	False	present	unresolved	False	False	False	False
rpfA	0.999987018178491	0.500000011757884	False	present	unresolved	False	False	False	False
rpfB	0.999543044175761	0.0204157859824395	True	present	absent	False	True	True	False
rpfI	0.99999344372921	0.5	False	present	unresolved	False	False	False	False
rph	0.999980724444667	0.5	False	present	unresolved	False	False	False	False
rpiB	0.999999958723934	0.5	False	present	unresolved	False	False	False	False
rplA	0.5	0.5	False	unresolved	unresolved	True	False	False	False
rplB	0.999979769473418	0.5	False	present	unresolved	False	False	False	False
rplC	0.999956098296373	0.5	False	present	unresolved	False	False	False	False
rplD	0.999970205551307	0.5	False	present	unresolved	False	False	False	False
rplE	0.999987926815956	0.5	False	present	unresolved	False	False	False	False
rplF	0.99999678423798	0.5	False	present	unresolved	False	False	False	False
rplI	0.99988714098502	0.5	False	present	unresolved	False	False	False	False
rplJ	0.500116941874498	0.5	False	unresolved	unresolved	True	False	False	False
rplK	0.5	0.5	False	unresolved	unresolved	True	False	False	False
rplL	0.999851441438908	0.5	False	present	unresolved	False	False	False	False
rplM	0.999993596608478	0.5	False	present	unresolved	False	False	False	False
rplN	0.99996747727028	0.5	False	present	unresolved	False	False	False	False
rplO	0.999980105803267	0.5	False	present	unresolved	False	False	False	False
rplP	0.999980799134047	0.500000002211701	False	present	unresolved	False	False	False	False
rplQ	0.999985938192747	0.5	False	present	unresolved	False	False	False	False
rplR	0.999980565036596	0.5	False	present	unresolved	False	False	False	False
rplS	0.500254264045234	0.5	False	unresolved	unresolved	True	False	False	False
rplT	0.999980371122549	0.5	False	present	unresolved	False	False	False	False
rplU	0.999993005287529	0.5	False	present	unresolved	False	False	False	False
rplV	0.999988282303272	0.5	False	present	unresolved	False	False	False	False
rplW	0.999968423672895	0.5	False	present	unresolved	False	False	False	False
rplX	0.999968326972718	0.5	False	present	unresolved	False	False	False	False
rpmA	0.999993005287529	0.5	False	present	unresolved	False	False	False	False
rpmB	0.999999632709045	0.5	False	present	unresolved	False	False	False	False
rpmC	0.999969400892057	0.5	False	present	unresolved	False	False	False	False
rpmD	0.999980105803267	0.5	False	present	unresolved	False	False	False	False
rpmE	0.999943330490243	0.5	False	present	unresolved	False	False	False	False
rpmF	0.99998003508325	0.5	False	present	unresolved	False	False	False	False
rpmG	0.999765797104875	0.500000000034627	False	present	unresolved	False	False	False	False
rpmI	0.5	0.5	False	unresolved	unresolved	True	False	False	False
rpoA	0.99999646993964	0.5	False	present	unresolved	False	False	False	False
rpoB	0.99990533935891	0.5	False	present	unresolved	False	False	False	False
rpoC	0.999970177873032	0.5	False	present	unresolved	False	False	False	False
rpoZ	0.999974804632225	0.5	False	present	unresolved	False	False	False	False
rpsA	0.999996693177185	0.5	False	present	unresolved	False	False	False	False
rpsB	0.999996832538081	0.5	False	present	unresolved	False	False	False	False
rpsC	0.999969783054717	0.5	False	present	unresolved	False	False	False	False
rpsD	0.999966780644442	0.5	False	present	unresolved	False	False	False	False
rpsE	0.999993521567294	0.5	False	present	unresolved	False	False	False	False
rpsF	0.999968650425541	0.5	False	present	unresolved	False	False	False	False
rpsG	0.500000025496936	0.5	False	unresolved	unresolved	True	False	False	False
rpsH	0.999980285581151	0.5	False	present	unresolved	False	False	False	False
rpsI	0.9999969233873	0.5	False	present	unresolved	False	False	False	False
rpsJ	0.99997051453563	0.5	False	present	unresolved	False	False	False	False
rpsK	0.999978730934245	0.5	False	present	unresolved	False	False	False	False
rpsL	0.500007340712948	0.5	False	unresolved	unresolved	True	False	False	False
rpsM	0.999966032672459	0.5	False	present	unresolved	False	False	False	False
rpsN	0.999998697956364	0.5	False	present	unresolved	False	False	False	False
rpsO	0.99999968399332	0.5	False	present	unresolved	False	False	False	False
rpsP	0.999996756398691	0.501868145240265	True	present	unresolved	False	False	False	False
rpsQ	0.999971495855922	0.5	False	present	unresolved	False	False	False	False
rpsR	0.99994738976704	0.5	False	present	unresolved	False	False	False	False
rpsS	0.999970205397984	0.5	False	present	unresolved	False	False	False	False
rpsT	0.999996199862847	0.5	False	present	unresolved	False	False	False	False
rraA	0.99505043784206	0.905731103340208	True	present	unresolved	False	False	False	False
rsbW	0.991140608205078	0.999970510931248	True	present	present	True	True	False	False
rsdA	0.99898130849035	0.5	False	present	unresolved	False	False	False	False
rseA	0.999996949411166	0.5	False	present	unresolved	False	False	False	False
rsgA	0.999996907691442	0.5	False	present	unresolved	False	False	False	False
rsmD	0.999998845501255	0.5	False	present	unresolved	False	False	False	False
rsmE	0.99999668129813	0.500000000081977	False	present	unresolved	False	False	False	False
rsmG	0.999980657506167	0.5	False	present	unresolved	False	False	False	False
rsmH	0.999960088340395	0.5	False	present	unresolved	False	False	False	False
rsmI	0.999987524398865	0.5	False	present	unresolved	False	False	False	False
rsrA	0.999982787578485	0.5	False	present	unresolved	False	False	False	False
rubA	0.040200904936593	0.0093081461721131	True	absent	absent	True	True	False	True
rutA_3	0.999998795051208	1	True	present	present	True	True	False	False
ruvA	0.999999632709061	0.5	False	present	unresolved	False	False	False	False
ruvB	0.999999642001171	0.5	False	present	unresolved	False	False	False	False
ruvC	0.999998845506053	0.5	False	present	unresolved	False	False	False	False
ruvX	0.99999963270906	0.500000001466865	False	present	unresolved	False	False	False	False
sbcD	0.999988271905972	1	True	present	present	True	True	False	False
sbp	0.0360201073042697	0.0052153412886579	True	absent	absent	True	True	False	True
scpA	0.999999632709061	0.5	False	present	unresolved	False	False	False	False
scpB	0.999998771543938	0.5	False	present	unresolved	False	False	False	False
sdh	0.999993797424725	0.500003902378869	False	present	unresolved	False	False	False	False
sdhA	1	1	True	present	present	True	True	False	False
sdhB	0.999974113093536	0.500030903114976	False	present	unresolved	False	False	False	False
sdhB_1	0.999999965410799	0.5	False	present	unresolved	False	False	False	False
sdhC	0.999964513285932	0.500000000284283	False	present	unresolved	False	False	False	False
sdhD	0.999962607121198	0.500000027941903	False	present	unresolved	False	False	False	False
secA	0.999987965445922	0.5	False	present	unresolved	False	False	False	False
secA2	1	1	True	present	present	True	True	False	False
secD	0.99999963270906	0.5	False	present	unresolved	False	False	False	False
secE	0.5	0.5	False	unresolved	unresolved	True	False	False	False
secF	0.999981301423068	0.5	False	present	unresolved	False	False	False	False
secG	0.999970286559272	0.5	False	present	unresolved	False	False	False	False
secY	0.999999957800735	0.502052015335492	True	present	unresolved	False	False	False	False
senX3	1	1	True	present	present	True	True	False	False
sepF	0.999993828649595	0.5	False	present	unresolved	False	False	False	False
serA	0.99999339343596	0.500000000000002	False	present	unresolved	False	False	False	False
serB	0.999999339493724	0.5	False	present	unresolved	False	False	False	False
serB1	0.999999958747222	0.5	False	present	unresolved	False	False	False	False
serC	1	1	True	present	present	True	True	False	False
serS	0.99999963270906	0.500000000000129	False	present	unresolved	False	False	False	False
sigA	0.999933706876792	0.5	False	present	unresolved	False	False	False	False
sigB	0.999999673368858	0.5	False	present	unresolved	False	False	False	False
sigD	0.999926771054454	0.999999999999996	True	present	present	True	True	False	False
sigE	0.999998738972569	0.5	False	present	unresolved	False	False	False	False
sigH	0.999999632709057	0.5	False	present	unresolved	False	False	False	False
sigM	0.999981330742215	0.994887082686573	True	present	present	True	True	False	False
sir	0.5	0.5	False	unresolved	unresolved	True	False	False	False
sirR	0.0182678386787285	0.0153127631150079	True	absent	absent	True	True	False	True
sixA	0.999999686063754	0.5	False	present	unresolved	False	False	False	False
smc	0.999999958744603	0.5	False	present	unresolved	False	False	False	False
smpB	0.999992633959677	0.5	False	present	unresolved	False	False	False	False
smtB	0.212143579341101	0.003258658719552	True	unresolved	absent	False	False	False	False
soj	0.999993813890602	0.5	False	present	unresolved	False	False	False	False
spoU	0.5011231496669	0.5	False	unresolved	unresolved	True	False	False	False
spoU2	0.999999632709047	0.5	False	present	unresolved	False	False	False	False
sppA	0.999989803597434	0.5	False	present	unresolved	False	False	False	False
srsC	0.999841978137279	0.999889720615346	True	present	present	True	True	False	False
ssb	0.999921698273858	0.5	False	present	unresolved	False	False	False	False
ssb2	0.999996806888638	0.500000000000001	False	present	unresolved	False	False	False	False
sseA	0.999877604244633	0.500000000023002	False	present	unresolved	False	False	False	False
sseB	0.999474261097688	0.500000000241294	False	present	unresolved	False	False	False	False
sseC	0.999987318965398	0.500002106141676	False	present	unresolved	False	False	False	False
sthA	0.711811008287253	0	True	unresolved	absent	False	False	False	True
subI	0.999905950581458	0.5	False	present	unresolved	False	False	False	False
sucB	0.999998781877042	0.5	False	present	unresolved	False	False	False	False
sucC	0.999996818510594	0.5	False	present	unresolved	False	False	False	False
sucD	0.999996934856588	0.5	False	present	unresolved	False	False	False	False
sufB	0.999977919853908	0.5	False	present	unresolved	False	False	False	False
sufC	0.999959933612505	0.5	False	present	unresolved	False	False	False	False
sufD	0.999977910634176	0.5	False	present	unresolved	False	False	False	False
sufE	0.997518401137131	0.500000007094376	False	present	unresolved	False	False	False	False
sufR	0.999879744649146	0.5	False	present	unresolved	False	False	False	False
sufS	0.999990359833831	0.5	False	present	unresolved	False	False	False	False
sugA	0.999998725821856	0.5	False	present	unresolved	False	False	False	False
sugB	0.999998726451543	0.5	False	present	unresolved	False	False	False	False
sugC	0.999967280661952	0.714171010176302	True	present	unresolved	False	False	False	False
suhB	0.999993626022681	0.5	False	present	unresolved	False	False	False	False
tadA	0.5	0.5	False	unresolved	unresolved	True	False	False	False
tag	0.999995759016201	0.5	False	present	unresolved	False	False	False	False
tal	0.999987913694249	0.499729351436426	False	present	unresolved	False	False	False	False
tatA	0.999998754263774	0.5	False	present	unresolved	False	False	False	False
tatB	0.999985745788729	0.5	False	present	unresolved	False	False	False	False
tatC	0.999998784987787	0.5	False	present	unresolved	False	False	False	False
tatD	0.999995308776732	0.499766595663308	False	present	unresolved	False	False	False	False
tcrX	0.5	0.5	False	unresolved	unresolved	True	False	False	False
tcrY	0.837333219853938	0.499983441434086	False	unresolved	unresolved	True	False	False	False
tesB	0.99999666931822	0.5	False	present	unresolved	False	False	False	False
tesB1	0.999971408407503	0.5	False	present	unresolved	False	False	False	False
tgs3	0.999995567920251	0.5	False	present	unresolved	False	False	False	False
thiC	0.0439588413102168	0.982565950721973	True	absent	present	False	True	True	True
thiD	0.999998757594788	0.5	False	present	unresolved	False	False	False	False
thiE	0.309022000506942	0.0059549819737426	True	unresolved	absent	False	False	False	False
thiG	0.066526452650923	0.0080557694296445	True	unresolved	absent	False	False	False	False
thiL	0.99995718408144	0.5	False	present	unresolved	False	False	False	False
thiO	0.066526452650923	0.0080557694296445	True	unresolved	absent	False	False	False	False
thiS	0.0726782874360955	0.002743374857283	True	unresolved	absent	False	False	False	False
thiX	0.99998079895216	0.5	False	present	unresolved	False	False	False	False
thlA	0.0821951795894137	0.0041403276881369	True	unresolved	absent	False	False	False	False
thrB	0.999937103526043	0.5	False	present	unresolved	False	False	False	False
thrC	0.999940539857569	0.5	False	present	unresolved	False	False	False	False
thrS	0.999999609800123	0.5	False	present	unresolved	False	False	False	False
thyA	0.500000117047298	0.5	False	unresolved	unresolved	True	False	False	False
thyX	0.999891949533491	0.999596581275721	True	present	present	True	True	False	False
tig	0.999915799106433	0.5	False	present	unresolved	False	False	False	False
tilS	0.999996604072374	0.5	False	present	unresolved	False	False	False	False
tkt	0.999988262872214	0.5	False	present	unresolved	False	False	False	False
tldD	0.999987216995356	0.5	False	present	unresolved	False	False	False	False
tlyA	0.999993636055266	0.5	False	present	unresolved	False	False	False	False
tlyC	0.999999619680343	0.500000006756493	False	present	unresolved	False	False	False	False
tmk	0.999998650787961	0.5	False	present	unresolved	False	False	False	False
topA	0.999995137443563	0.5	False	present	unresolved	False	False	False	False
tpa	0.999963538161089	0.999077757190716	True	present	present	True	True	False	False
tpiA	0.99997045144881	0.5	False	present	unresolved	False	False	False	False
tpx	0.534715861484746	6.90209020401322e-05	True	unresolved	absent	False	False	False	False
treY	0.736556374051089	0.140662772864381	True	unresolved	unresolved	True	False	False	False
treZ	0.707376395041015	0.262285480688922	True	unresolved	unresolved	True	False	False	False
trmB	0.999999973272956	0.5	False	present	unresolved	False	False	False	False
trmD	0.99999961967943	0.500004532898796	False	present	unresolved	False	False	False	False
trmI	0.99998832952882	0.5	False	present	unresolved	False	False	False	False
trpA	0.999981831482655	0.5	False	present	unresolved	False	False	False	False
trpB	0.99999681724854	0.5	False	present	unresolved	False	False	False	False
trpC	0.999987972828646	0.5	False	present	unresolved	False	False	False	False
trpD	0.999998795672502	0.5	False	present	unresolved	False	False	False	False
trpE	0.999998683518457	0.500000576142274	False	present	unresolved	False	False	False	False
trpF	0.999819484766673	0.5	False	present	unresolved	False	False	False	False
trpG	0.999999632709045	0.5	False	present	unresolved	False	False	False	False
trpS	0.999993770936586	0.499999671618951	False	present	unresolved	False	False	False	False
truA	0.999986144971623	0.5	False	present	unresolved	False	False	False	False
truB	0.5	0.5	False	unresolved	unresolved	True	False	False	False
trxB	0.999999686063757	0.5	False	present	unresolved	False	False	False	False
trxC	0.99999883374149	0.5	False	present	unresolved	False	False	False	False
tsaD	0.999993535624764	0.500000113720059	False	present	unresolved	False	False	False	False
tsaE	0.99999963270906	0.5	False	present	unresolved	False	False	False	False
tsf	0.999996829606559	0.5	False	present	unresolved	False	False	False	False
tsnR	0.5	0.5	False	unresolved	unresolved	True	False	False	False
tuf	0.507277396682532	0.5	False	unresolved	unresolved	True	False	False	False
typA	1	1	True	present	present	True	True	False	False
tyrA	0.5	0.5	False	unresolved	unresolved	True	False	False	False
tyrS	0.5	0.5	False	unresolved	unresolved	True	False	False	False
ubiA	0.99998873204269	0.5	False	present	unresolved	False	False	False	False
udgB	0.999988920150575	0.5	False	present	unresolved	False	False	False	False
ung	0.99998239756566	0.5	False	present	unresolved	False	False	False	False
upp	0.999988282281348	0.5	False	present	unresolved	False	False	False	False
uppP	0.999999958755199	0.5	False	present	unresolved	False	False	False	False
uppS	0.999988920959812	0.5	False	present	unresolved	False	False	False	False
uppS1	0.999939081100038	0.5	False	present	unresolved	False	False	False	False
uspR	0.999996788807098	0.5	False	present	unresolved	False	False	False	False
uvrA	0.999981189416283	0.5	False	present	unresolved	False	False	False	False
uvrB	0.999993583329787	0.500000000000846	False	present	unresolved	False	False	False	False
uvrC	0.999998673825064	0.999997149418392	True	present	present	True	True	False	False
uvrD2	0.999998650790956	0.500000001817093	False	present	unresolved	False	False	False	False
uvrD3	0.999998726488854	0.5	False	present	unresolved	False	False	False	False
valS	0.999999958808087	0.5	False	present	unresolved	False	False	False	False
viuB	0.0208919756235801	0.0137365297995185	True	absent	absent	True	True	False	True
wag31	0.999988282303408	0.5	False	present	unresolved	False	False	False	False
wbbL	0.999998672512292	0.5	False	present	unresolved	False	False	False	False
whiB	0.999998830806318	0.5	False	present	unresolved	False	False	False	False
whiB2	0.999998782404701	0.5	False	present	unresolved	False	False	False	False
whiB3	0.999981115546943	0.5	False	present	unresolved	False	False	False	False
whiB4	0.999994673294272	0.603205452149612	True	present	unresolved	False	False	False	False
whiB7	0.99677881518302	0.500000000066438	False	present	unresolved	False	False	False	False
xerC	0.999987371650243	0.5	False	present	unresolved	False	False	False	False
xerD	0.99998828230111	0.5	False	present	unresolved	False	False	False	False
xfp	0.99596686813669	0.5	False	present	unresolved	False	False	False	False
xis	0.999998755400219	0.5	False	present	unresolved	False	False	False	False
xseA	0.999974383736748	0.5	False	present	unresolved	False	False	False	False
xseB	0.999937099967724	0.5	False	present	unresolved	False	False	False	False
xthA	0.999996949410885	0.5	False	present	unresolved	False	False	False	False
yabJ	0.999988057297926	0.5	False	present	unresolved	False	False	False	False
yajC	0.999991430754143	0.5	False	present	unresolved	False	False	False	False
ybaB	0.5	0.5	False	unresolved	unresolved	True	False	False	False
ybbN	0.999895442370596	0.5	False	present	unresolved	False	False	False	False
ybdK	0.9999999587579	0.999999918366057	True	present	present	True	True	False	False
ybeY	0.99998880226724	0.5	False	present	unresolved	False	False	False	False
ybhB	0.999981658857324	0.5	False	present	unresolved	False	False	False	False
